hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,day,month,year,carb_monox
23,13,13,2,21,68,19.7,1002,0,SSW,0.9,1,Sep,2015,700
15,66,66,2,34,77,20.8,1013.1,0,SSW,2.6,5,Oct,2017,1100
8,,,,,,0,1023,0,NE,2.8,24,Dec,2015,1222.923
13,42,53,2,46,9,14.3,1005.2,0,N,2.5,4,Oct,2017,1900
17,51,51,2,38,2,7.375,1016,1.5,SW,1.1,27,Oct,2017,800
4,168,245,88,110,22,2,1009,0,ENE,1.7,11,Feb,2016,4400
6,6,25,3,8,76,-1.6,1025.3,0,NNE,3.3,20,Feb,2018,200
0,239,234,106,99,1,-4.7,1023.9,0,ENE,0.7,14,Feb,2015,4100
3,30,47,2,19,75,14,1005.6,0,NW,1.2,19,Sep,2015,500
11,15,15,7,11,66,3,1013,0,W,5.2,25,Feb,2016,400
14,45,74,21,55,15,9.1,1015.3,0,ESE,2.3,15,Nov,2017,1300
1,40,83,8,72,2,6.7,1023.3,0,SSW,0.4,28,Oct,2015,800
17,4,25,3,14,83,19.7,1011.7,0,NNW,4.1,26,Mar,2017,400
5,203,262,16,51,82,21.2,1005.9,0,ESE,0.9,4,Jun,2014,1600
7,23,27,11,67,13,-8.1,1023.8,0,E,1.2,3,Feb,2017,1100
16,25,52,15,45,35,2.4,1026,0,SSW,2.4,11,Dec,2015,600
16,9,9,3,10,60,2.5,1022.2,0,NNW,2.9,15,Dec,2016,400
21,174,174,2,33,147,28,1001,0,SW,1.4,31,Jul,2015,1100
17,22,38,6,50,29,13.5,1017.1,0,SW,1.5,20,Oct,2014,400
11,13,26,9,24,55,8,1016.9,0,WNW,5,24,Feb,2018,500
15,98,151,46,93,11,7.9,1016,0,E,1.5,15,Nov,2015,1400
3,85,98,77,79,1,-6.4,1027.7,0,NNE,0.2,14,Jan,2015,2200
3,18,61,,67,1,0.2,1010.8,0,WNW,0.6,30,Dec,2014,800
14,105,185,25,39,134,25.4,1002,0,ESE,2.3,7,Apr,2015,700
22,94,94,5,26,147,29.2,997.2,0,SSW,1.5,28,Jul,2015,500
4,6,6,2,28,,16.8,1013.5,0,NW,3.5,12,Sep,2016,200
9,9,16,8,26,70,29.1,994.7,0,NNE,4.6,16,Jul,2014,200
22,104,148,4,35,185,29.3,1000.9,0,ESE,1.9,7,Jul,2017,1300
21,119,153,9.1392,73.908,128.0916,27.6,991.8,0,SSE,1.1,26,Jun,2014,1222.923
21,4,57,3,13,57,-1.6,1030,0,NNW,5.3,3,Dec,2015,300
12,24,24,17,26,133,36.9,993.3,0,S,1,10,Jul,2015,400
20,60,68,2,86,58,20.3,999.5,0,NE,1.2,27,Apr,2016,900
1,36,82,6,21,89,15.8,1003.8,0,NNE,0.6,23,Apr,2016,500
22,174,274,42,85,3,13.4,1000,0,W,0.8,27,Mar,2015,2200
22,25,50,2,92,34,24.3,1010.4,0,W,1.4,26,Aug,2017,500
13,31,30,14.28,68.5702,160.8642,28.7,1003.4,0,SW,2.9,21,Jun,2014,1222.923
21,114,149,6,39,84,22,1009.5,0,ESE,1.5,21,Sep,2015,1800
15,175,175,8,67,21,9.9,1006.7,0,SW,2.6,10,Nov,2017,1300
16,12,21,2,2,148,29.1,997.7,0,SSW,2.1,31,Jul,2016,300
5,51,84,5.712,75.1398,,20.9,1001.2,0,NE,1,12,Jul,2014,1222.923
20,35,80,2,64,10,8.4,1021.9,0,NNE,1.3,30,Oct,2016,600
16,122,131,2,80,4,5.7,1017.8,0,ESE,0.5,9,Nov,2016,1600
7,16,22,30,23,40,6.4,1013.6,0,NW,5.6,29,Nov,2014,600
9,15,46,2,40,27,5.9,1022,0,ENE,1.7,27,Nov,2015,600
19,3,30,2,20,58,14,1010.7,0,NW,1.5,15,Oct,2015,300
0,6,17,2,33,58,20.5,1011.8,0,N,1.8,7,May,2017,200
22,,,,,,17.7,1007,0,ENE,1.3,28,Apr,2015,1222.923
9,24,39,12,38,26,2.1,1005.1,0,SE,0.4,19,Mar,2014,700
0,31,31,2,37,68,20.6,1002.6,0,S,0.9,5,Sep,2017,500
1,85,100,46,93,9,-5.4,1022.2,0,E,0.7,10,Jan,2017,2900
2,9,45,2,46,13,6.9,1013.4,0,N,2,16,Oct,2015,500
5,,,,,,13.1,1011.5,0,NW,1.3,8,Oct,2016,1222.923
5,188,188,2,41,7,12.2,1013.5,0,ENE,0.7,15,Oct,2017,1700
11,129,134,7,18,62,28.6,996.3,0,ESE,1.4,21,Jul,2014,1300
16,87,118,13,34,41,20.3,1008,0,SW,0.9,22,Sep,2015,2100
8,54,71,3,59,2,3.8,1022,0,ENE,1,4,Nov,2015,900
18,150,150,2,18,209,31.1,994.3,0,SSE,2.5,28,Jun,2016,1000
0,36,54,10,56,14,-0.8,1024.1,0,N,1.1,28,Nov,2017,1500
18,11,19,4,17,108,34.2,985.6,0,W,2.2,2,Jul,2014,300
14,32,39,2,18,192,33.4,994.8,0,SSE,2.8,2,Jul,2017,700
5,11,14,7,21,36,-3.5,1018.7,0,NW,6.4,8,Jan,2017,600
22,36,63,2,116,25,17.5,1014.9,0,ESE,0.6,20,Sep,2017,800
1,113,316,6,147,13,23.2,1007.7,0,WNW,0,28,Aug,2015,1000
3,113,123,38,40,8,-6.3,1023.8,0,E,1.2,27,Jan,2017,2800
15,6,6,2,4,96,29.2,1001.2,0,SSE,1.8,24,Aug,2016,100
8,35,86,12,90,2,-1.2,1013,0,NE,0.8,14,Nov,2015,1100
15,27,27,2,15,159,32.8,1001.8,0,SW,1.6,20,Aug,2016,400
12,,,,,,12.5,1001,0,W,5.7,2,Mar,2016,1222.923
9,10,19,6,32,52,23.5,1005.1,0,S,0.9,7,Jun,2016,4000
7,67,67,2,28,32,14.375,1008,0,NW,1.3,22,Sep,2017,1100
21,17,56,2,49,73,26.8,998.1,0,NNE,1,27,Jun,2015,400
1,71,152,23,44,52,13.1,1011.2,0,W,0.9,11,Apr,2015,1300
21,29,29,2,62,55,19.7,1000.8,0,ENE,1,6,Jun,2016,6000
22,60,112,2,39,102,28,998.3,0,ENE,0.9,17,Aug,2016,900
3,216,310,18,92,24,18.5,997.9,0,NE,0.8,20,May,2015,1600
7,99,133,22,82,6,5.3,1020,0,W,3.1,16,Nov,2015,2100
2,12,12,8,14,40,-3.2,1014,0,NNW,2.4,3,Dec,2015,400
13,37,37,4,36,163,31.8,999.4,0,SSW,1.2,14,Jun,2015,600
20,48,86,3,59,122,21.4,1008.3,0,SE,1,28,Apr,2016,700
23,72,72,4,93,45,25.8,998.4,0,NE,1.5,10,Aug,2015,900
9,119,119,2,52,65,28.6,1002,0,NE,1.2,5,Jul,2015,900
9,11,48,4,,41,27.3,996,0,NNW,4.4,29,Aug,2014,200
13,244,244,16,87,5,7.5,1017.1,0,ENE,1.4,13,Nov,2016,4300
19,227,251,21,86,2,5.6,1009.6,0,NE,1.3,31,Mar,2014,1500
2,47,47,11,104,2,15.4,996.6,0,WNW,0,28,May,2015,700
2,79,108,2,28,98,22.5,1002.7,0,NNW,0,19,Aug,2015,900
14,103,108,24,35,239,27.9,1006.4,0,SE,2.4,20,May,2017,1300
12,63,156,17,100,9,14.3,1001.7,0,NNW,0.9,28,Mar,2017,1100
21,39,89,16,45,57,5.9,1013.9,0,NNW,2.6,26,Feb,2017,700
13,18,27,17,41,33,4.1,1025,0,SW,1.4,6,Dec,2015,600
9,8,8,5,40,39,1.7,1027.7,0,NE,2.8,13,Dec,2017,400
16,80,51,6,55,64,20.5,1006,0,ENE,1.8,4,Jun,2014,1300
5,46,79,4,24,100,23.1,991.3,0,WNW,1,1,Jun,2016,500
4,5,24,7,11,26.9892,0,1026.8,0,ENE,2,10,Nov,2014,200
20,189,189,4,41,117,27.1,998.4,0,NE,0.9,17,Jul,2015,2500
5,46,54,10,57,12,-3.55,1026.5,0,SE,2.8,15,Jan,2018,700
6,143,155,10,37,37,18.6,999.7,0,SE,1.2,18,May,2014,1300
6,68,63,3,7,37,24.1,996.2,0,NW,1.4,22,Jul,2014,800
20,13,3,3,19,74,25.4,987.8,0,N,1,4,Jul,2014,400
10,129,153,83,106,37,9.9,1028.3,0,SSE,1.5,25,Mar,2016,2700
11,245,254,10,97,29.1312,18,1010.2,0,NW,0.2,29,Sep,2014,1222.923
2,26,57,3,54,10,21.7,999.5,0,E,0.8,3,Aug,2014,500
10,17,23,10,19,82.467,13.3,1010.9,0,NNW,5.7,11,Apr,2014,300
14,14,14,2,23,83,25.5,1009.9,0,SE,2.5,20,Sep,2017,300
14,108,108,2,14,192,33.3,994.6,0,ESE,2.1,4,Jul,2015,800
8,86,105,2,65,2,3.1,1018.7,0,W,1,9,Nov,2016,1700
17,68,68,10,36,249,30.9,999.9,0,WSW,2.7,16,Aug,2015,1000
19,48,67,9,31,221,31.7,995.8,0,SSE,1.5,29,Jun,2015,1000
23,30,32,2,37,79,25.4,1001,0,S,1.4,30,Jul,2017,800
21,52,89,40,79,9,-3.6,1018.8,0,NNW,1.7,26,Jan,2017,1700
21,79,79,2,23,176,28,999.1,0,E,1.1,30,Jun,2017,800
6,12,30,2,54,9,19.8,1001.1,0,NE,1.4,6,Sep,2017,600
12,14,14,7,34,54,-2,1028.7,0,WNW,5.2,31,Jan,2017,500
13,9,90,3,19,49,-7.3,1017.8,0,WNW,5.6,18,Jan,2017,400
6,,,,,,13.7,1017.5,0,ENE,0.5,10,Oct,2015,1222.923
7,7,33,2,34,38,22.3,1004.1,0,NNW,1.6,8,Sep,2015,300
14,96,68,14,54,71,17.6,1011.5,0,SSW,1.2,11,Apr,2015,500
11,126,126,2,44,68,28.3,999.8,0,SSE,1.5,17,Jul,2015,1500
21,50,194,37,48,107.1,23.2,991.5,0,SW,3.9,20,May,2014,1222.923
5,113,158,81,78,5.1408,-4.7,1024.8,0,NE,1.2,16,Dec,2014,1222.923
6,137,156,32,61,4,-0.6,1003.6,0,NW,2,2,Feb,2015,2700
6,7,27,11,17,85.4658,17.2,1008.5,0,N,1.9,29,Apr,2014,1222.923
21,50,52,1.428,87.4578,,20.5,1002.2,0,N,0,22,Jun,2014,1222.923
11,100,100,30,52,61,23.5,1009.4,0,WSW,3.1,8,May,2017,1100
23,32,59,4,47,66,17.7,991.7,0,NNW,1.9,12,May,2015,500
9,18,38,2,33,61,23.7,1009,0,N,2,20,Jun,2016,400
2,7,33,10,5,28,-2.6,1019.4,0,WNW,5.1,10,Feb,2018,400
11,269,318,44,43,120,26.4,1008.7,0,SW,2.5,6,May,2014,1500
2,214,262,12,55,15,0,1007,0,N,1.2,25,Feb,2016,3000
23,24,24,2,56,2,9.6,1005.3,0,N,0.8,10,May,2016,1300
22,42,72,2,42,121,27.4,1005.4,0,WSW,1.9,5,Sep,2017,700
8,184,184,116,71,11,1.6,1023,0,NW,0.6,23,Feb,2015,2500
23,80,99,3,26,124,30.7,999.3,0,SSW,2.3,9,Jul,2017,700
22,21,21,2,53,29,18.8,1003.3,0,N,0.1,13,Aug,2015,400
23,140,140,2,84,2,15,1013,0,E,1.2,15,Oct,2017,1600
10,28,28,2,35,59,12.9,1008.9,1.2,S,1.2,14,May,2017,400
18,108,137,28,107,32,9.1,1010.4,0,ESE,1.3,1,Mar,2017,1500
4,26,26,2,49,41,15.6,1006,0,NW,1.1,25,Sep,2016,600
21,59,36.9,5,62,37,10.5,1017.5,0,WSW,1.3,31,Mar,2016,800
20,38,117,5,29,88,24.7,996.4,0,N,2.7,13,May,2015,300
10,50,50,2,66,64,24.6,1000.9,0,NE,1.3,28,Jul,2016,900
4,8,9,2,4,60,-2.6,1016.1,0,N,1.1,26,Feb,2016,300
17,180,221,27,76,209,23.7,1016.1,0,SSW,1.6,4,Oct,2016,1400
0,74,256,12,126,2,10.2,1010.6,0,NNE,0.6,21,Apr,2015,700
0,126,191,65,81,8,-0.9,1018.1,0,E,2.8,6,Jan,2015,8300
4,138,138,2,57,2,14.1,1010.8,0,ESE,1.8,16,Oct,2017,800
19,82,107,15,52,92,21.9,1006.5,0,SSW,1.1,9,Sep,2014,700
4,150,205,49,45,12,-1.2,1010.9,0,ESE,1.6,31,Jan,2015,1400
1,40,83,6,45,21,12.9,1007,0,ESE,2.8,15,Apr,2017,600
11,91,92,3,30,102,31.7,996.2,0,ENE,1.6,20,Jul,2015,700
2,8,13,4,28,60,7,1007.8,0,SE,0.7,14,Apr,2014,400
3,52,95,21,66,6,3.2,1016,0,N,1.1,28,Nov,2015,1300
21,103,103,7,26,191,29.5,999.4,0,SW,2.2,27,Jul,2015,700
19,118,241,40,143,2,12.9,1005.1,0,SE,0.7,15,Mar,2015,1400
5,103,103,,34,85,16,1010.9,0,E,0.9,20,May,2017,900
4,58,58,2,48,,23,1005.1,0,ESE,0.5,20,Aug,2017,1400
15,77,80,5,19,243,31.1,999.4,0,SSW,3,27,May,2016,700
7,83,128,2,86,29,23.6,997.3,0,NW,1.2,17,Aug,2016,1000
6,27,27,2,60,3,19.9,1004.3,0,ENE,0.8,23,Jun,2015,300
22,234,282,122,98,2,2.7,1016.7,0,NE,2,3,Mar,2015,4300
13,81,140,31,56,70,25.1,1010.5,0,SW,1.3,21,Sep,2015,1700
1,163,172,70,86,1,-1.2,1018.5,0,NE,0.9,7,Jan,2015,2300
1,48,48,2,34,87,23.3,995.3,0,ENE,0.9,16,Jun,2015,600
20,175,202,18,131,2,2.4,1022.8,0,WNW,1.1,2,Dec,2017,2300
6,59,71,8,28,76,20.6,1008.3,0,SSW,2.2,18,May,2017,500
13,26,30,,,47,10.5,1028.6,0,SSW,3,8,Nov,2017,400
3,81,115,3,96,2,6.3,1018.5,0,NW,0.2,1,Apr,2016,1100
20,88,944,2,13,97,18.8,998.5,0,N,5.8,15,Apr,2016,1222.923
13,12,13,12,10,78,3.2,1025.7,0,N,3,4,Feb,2017,400
20,196,196,4,87,2,6.8,1009,0,NNE,0.7,18,Nov,2017,3500
18,163,163,25,120,7,-1.1,1023.1,0,N,0.1,21,Dec,2016,3300
22,286,286,22,113,2,1.6,1020.2,0,ENE,0.8,12,Dec,2017,4500
19,86,162,15,43,238,28.7,1000.4,0,S,2,22,Jun,2016,800
1,72,86,6,29,57,6.1,1012,0,NNE,0.1,21,Apr,2014,700
10,21,82,17,41,65,33.1,993.3,0,NE,1.7,5,Jul,2014,600
21,2,77,0.2856,45.3713,38.9844,19.8,1002.6,0,NE,0,10,Jun,2014,1222.923
21,91,159,16,60,38,5,1008.2,0,ESE,4.5,22,Mar,2014,1200
11,55,55,4,19,159,30.1,1001.3,0,E,1.3,2,Jul,2017,700
21,100,131,2,80,127,28.9,996.9,0,NW,0.8,29,Jul,2016,1300
4,63,70,1,41,,19,1007,0,N,0.2,22,Sep,2014,900
23,9,19,2,18,64,-1,1019,0,NW,2,5,Jan,2016,400
19,6,7,2,8,59,0,1028,0,NE,2.2,26,Jan,2016,700
18,172,203,28,61,93,23.3,999.9,0,E,0.7,12,Sep,2014,1600
9,26,26,2,57,52,21.3,1004.2,0.3,NE,1.8,17,Jul,2016,800
6,23,29,5,59,2,25,988.9,0,NE,1.3,4,Jul,2014,400
15,19,19,2,19,57,18.5,1003.5,0,N,3.3,9,May,2017,300
3,100,168,3,98,2,15.3,1007.6,0,E,0.4,29,Sep,2015,1500
10,18,35,26,23,31,3,1026,0,NE,1.9,9,Jan,2016,700
9,10,10,4,42,33,23.5,1009.2,0,ENE,2.1,5,Sep,2014,400
16,8,14,2,25,79,9.6,1010.6,0,WNW,3.3,11,Mar,2017,300
1,32,37,22,77,2,-8,1030,0,ENE,0.2,28,Jan,2016,1700
5,7,13,2,2,30,15.7,1016.1,0,NNW,3.3,8,Oct,2016,200
3,43,49,11,40,33,15.5,1005.7,0,WSW,0,4,Oct,2014,1100
15,74,103,17,15,210,28.6,999.7,0,SSE,3.8,30,Apr,2016,800
16,,,9,,62,4.9,1028,0,NNW,2.6,5,Dec,2015,400
5,49,57,2.2848,66,1,9,1013.6,0,NE,1.3,12,Oct,2014,500
7,64,132,51,100,6,15.8,1006.1,0,NE,1.9,27,Apr,2014,1222.923
5,35,35,5,38,36,2.5,1021.4,0,NE,0.9,8,Nov,2016,700
5,17,18,3,8,32,22.2,997.6,0,N,0,11,Jul,2014,400
12,82,101,24,59,9,6.7,1020.4,0,SSE,2,17,Nov,2017,1900
15,180,396,38,58,122,19.8,998.1,0,ESE,1.9,30,Mar,2016,1600
23,17,17,2,34,56,25.9,995.7,0,N,1.1,8,Jul,2015,400
4,96,113,34,,1,-3.9,1011.6,0,NE,1.2,27,Jan,2015,1600
3,8,8,10,33,24,-7.1,1014,0,N,1.5,2,Dec,2015,500
12,13,33,2,8,106,29,992.3,0,SE,2.5,6,Jun,2016,300
10,196,196,2,11,81,18.5,1007.6,0,NW,2.8,19,Apr,2016,300
14,28,54,17,28,82,11.4,1019,0,SSW,4,10,Mar,2014,500
17,20,20,4,27,84,14.7,992.2,0,W,1.7,11,May,2015,700
4,11,13,5,49,36,-3.3,1025.4,0,N,1.8,29,Feb,2017,300
5,343,343,75,132,56,0.1,1015,0,SSW,0.1,4,Feb,2018,5700
19,151,151,2,52,68,20.1,1005.3,0,E,2.2,25,Sep,2015,1400
11,38,56,38,60,7,2,1025,0,ENE,1.5,7,Jan,2016,1400
16,75,75,3,30,91,19.4,1011.6,0,SSW,2.3,16,Oct,2017,600
17,97,104,34,101,34,4.325,1014,0,SW,1.9,12,Jan,2018,1600
5,5,5,2,21,51,21.7,995.4,0,NNW,2,1,Jul,2017,400
20,23,50,3,35,108,24.6,998.1,0,NW,1.8,14,Aug,2015,500
5,11,19,24,21,41,-5,1027,0,NNE,1.9,30,Jan,2016,800
9,26,43,4,,95,27.5,993.1,0,W,0.9,7,Jul,2014,500
13,180,224,95,86,31,12,1005.9,0,NNE,0.5,11,Mar,2015,1900
14,58,99,25,76,24,3.9,1006.8,0,SE,1.3,15,Jan,2017,1200
15,24,26,5,,66,18.6,1012.2,0,SSW,2,30,Sep,2016,600
2,69,94,11,41,95,12,1010.9,0,ESE,0.9,27,Apr,2017,800
10,33,206,3,15,59,19.4,1005.8,0,W,8.2,15,Oct,2015,400
16,21,35,2,29,45,22.3,1008.8,0,SE,1.4,17,Sep,2017,600
4,64,84,3,72,36,22.8,1005.4,0,SE,1.7,4,Sep,2017,700
22,16,41,3,23,54,10.8,1015,0,ESE,1.8,18,Apr,2014,400
19,94,94,6,80,9,19.3,1012.7,0,NE,1.1,22,Sep,2015,2200
8,177,233,24,62,57,25.3,998.6,0,WSW,1,22,May,2015,1900
23,10,13,2,21,32,20.9,1004.7,0,NW,1.2,1,Sep,2016,100
21,10,28,2,36,63,22.7,997.2,0,E,1.2,3,Aug,2016,200
15,293,489,166,139,4,9.3,1011.2,0,WNW,3.6,26,Feb,2015,5100
8,123,125,8,54,20.9916,20.4,1015.3,0,NW,2.7,7,Oct,2014,1222.923
21,32,63,2,57,2,10.325,1012,0,NE,0.8,23,Oct,2017,1100
2,332,385,19,101,2,9.1,1012.2,0,NE,1.3,17,Mar,2016,2900
15,152,152,3,23,250,31.4,996.2,0,ESE,2.7,5,Jul,2015,1200
21,120,97,16,41,87,15.7,1007,0,ENE,1,17,Apr,2015,1300
5,3,16,23,37,26.1324,7.5,1020.6,0,NW,1.2,4,Nov,2014,600
14,48,145,6,16,213,33.1,1001.3,0,SW,1.7,9,Aug,2016,600
0,25,35,2,26,75,20.6,1005.2,0,WSW,0.5,8,Sep,2016,700
13,32,48,2,20,198,33.7,997.9,0,SE,2.2,16,Aug,2015,400
22,69,97,24,54,69,3,1015,0,W,1.2,12,Feb,2016,1200
15,9,24,9,9,88,13.8,1013.5,0,NW,3.2,28,Mar,2014,400
16,19,47,16,23,70,10,1004,0,W,4.7,11,Feb,2016,500
19,327,327,8,97,50,15.5,1009.5,0,N,1.1,8,Oct,2015,2400
1,14,14,2,61,2,20,1001.2,0,NE,0.1,5,Aug,2015,300
16,6,35,2,16,89,29.2,996.5,0,WNW,1.8,28,Aug,2016,200
22,110,130,10,105,114,22,1002.7,0,SSE,1.6,12,Jun,2014,1200
20,159,165,3,30,55,29.6,990.2,0,ESE,0,16,Aug,2014,1300
23,97,97,2,41,129,26.8,1003.7,0,SSE,1,17,Jul,2017,900
4,182,253,14,109,2,-0.7,1023,0,ENE,1.1,29,Nov,2015,3300
18,6,20,3,11,106,26,1002.4,0,ENE,1.6,30,Apr,2014,200
15,63,63,7,69,65,24,1008,0,WSW,1.5,12,Sep,2015,600
12,28,52,24,36,29,1.1,1023.7,0,NE,1.4,19,Dec,2014,700
10,93,115,39,73,35,4.6,1013.8,0,E,2.3,12,Mar,2016,1900
5,7,18,4,11,58,-5.7,1035.6,0,NW,4.5,22,Nov,2017,300
11,105,145,64,83,11,-2.8,1020.3,0,SSE,1.2,16,Jan,2017,3200
21,25,36,20,29,32,-6.6,1024.8,0,NNE,1.3,8,Jan,2015,1000
4,8,12,2,11,,-1.1,1021.1,0,N,2.2,26,Feb,2016,400
9,6,26,4,13,76,23.9,1009.2,0,NNW,3.4,20,May,2016,400
14,67,94,29,46,78,14.5,1021,0,E,2.2,24,Mar,2016,1600
9,3,8,12,28,59,1.2,1028.5,0,N,2.6,1,Mar,2014,400
17,91,107,10,40,30,19.6,1008.7,0.1,SW,0.9,22,Sep,2015,2200
20,74,113,2,61,2,8.8,1005.8,0,N,1.4,24,Oct,2017,1600
4,18,49,4,23,57,17.3,995.9,0,NW,2.2,14,May,2016,200
18,23,48,10,41,61,6.9,1013.1,0,SW,4,24,Mar,2014,1222.923
3,96,96,3,49,38,20.3,1002.6,0,E,0,21,Jun,2015,600
11,68,87,15,36,125,25.7,1001.8,0,ESE,2.4,5,Jun,2017,800
17,183,224,42,100,25,6.1,1021,0,SSW,1,25,Nov,2015,2100
4,14,25,2,20,27,23.2,1001,0,N,1.2,8,Aug,2017,800
12,89,106,25,73,3,-0.4,1021.5,0,ESE,1.3,24,Dec,2017,1900
15,12,6,3,56,34,17,1006.4,1.1,ENE,1.4,9,Jun,2014,300
20,25,417,2,15,46,-0.9,1018,0,NNW,6.8,30,Nov,2015,400
10,163,166,84,63,8,-0.9,1021.7,0,SW,0.5,6,Feb,2015,3100
4,,,,,,-4,1024,0,NNW,1.7,20,Dec,2015,1222.923
8,60,103,4,35,51,29.5,997.2,0,NNW,1,10,Aug,2014,700
9,38,38,2,46,38,20.5,1003.1,0.2,ENE,1.5,13,Aug,2015,400
10,14,14,7,27,62,29.6,989.4,0,WNW,3.7,31,Aug,2017,600
12,44,46,2,18,104,26.6,996.7,0,SSE,1.3,30,Jul,2016,700
7,74,74,40,55,8,-8.1,1016.1,0,ESE,0.5,22,Jan,2015,2100
8,129,194,14,67,8,7.6,1021,0,ENE,0.9,21,Mar,2017,1800
23,46,46,2,19,27,14.7,1002.4,0,N,1,1,May,2016,600
18,17,47,19,51,23,2.5,1024,0,W,3.3,24,Dec,2015,800
6,87,157,30,30,84,20,1001.7,0,NNE,0.2,22,May,2014,1399
20,36,45,32,42,11,-3.8,1020.4,0,WSW,0.7,18,Dec,2014,1000
10,34,82,7,55,85,32.3,1001.4,0,ENE,2.3,26,Aug,2014,500
11,226,250,19,99,3,9.9,1007.1,0,SSE,0.8,14,Nov,2016,3800
13,42,90,19,53,150,36.4,994.9,0,SSW,1.4,9,Aug,2014,700
19,117,160,35,92,5,-2.2,1013.8,0,SSW,0.6,16,Jan,2017,2300
8,165,165,3,54,33,26.7,994.8,0,SW,1,26,Jun,2015,1300
13,3,8,2,20,78,13.5,995.2,0.2,W,0.9,11,May,2015,700
11,387,387,13,149,3,-2.4,1015.5,0,ESE,2.6,26,Dec,2016,7100
3,152,152,14,55,2,-0.8,1026.3,0,N,2.1,14,Feb,2018,200
22,10,39,2,24,70,2.1,1018.4,0,N,2.5,7,Mar,2017,400
2,14,31,5,31,32.5584,2.8,1010.6,0,N,1.2,11,Apr,2014,400
0,141,141,15,107,13,-4.9,1026.4,0,ESE,0.7,18,Dec,2016,3400
21,29,33,19,101,2,4,1027,0,NE,1.2,21,Nov,2015,1800
23,85,82,17,87,11,-4.2,1028,0,NE,1.4,15,Jan,2018,1400
18,19,20,2,12,112,32.1,1002.9,0,NE,1.9,2,Jun,2016,200
19,9,54,2,21,99,25.7,997,0,NW,2.4,18,May,2016,200
14,73,58,3,19,149,29.1,993,0,SW,1.2,8,Jul,2014,800
5,35,35,2,47,2,13.8,1007.2,0,NNE,1.5,10,May,2017,500
3,160,175,2,14,56,24.1,997.7,0,N,1.2,4,Jul,2017,1000
22,20,20,14,33,35,-1.5,1024.4,0,N,1.6,26,Dec,2017,1100
21,22,51,3,74,30,14.3,1024.6,0,SW,1.6,24,Oct,2016,700
13,5,6,5,8,68,0.3,1022.1,0,NE,2.3,4,Feb,2015,400
8,274,317,108,111,1,2.2,1024.7,0,NE,1.5,22,Feb,2015,3900
0,14,24,2,10,79,20.2,1005.3,0,NNW,1.7,20,May,2016,300
8,138,205,22,116,6,9.2,1026.3,0,E,0.7,26,Mar,2016,1700
10,13,15,9,16,65,2,1021,0,NW,2.8,26,Feb,2016,400
2,34,45,6,56,45,11.7,1007,0,N,1.1,22,Apr,2015,400
8,140,145,58,93,2,-5,1009,0,N,2.4,10,Feb,2016,3400
15,23,31,12,34,41,-0.3,1024,0,SE,1.4,23,Jan,2018,500
10,299,307,86,81,1,5.2,1021.4,0,ENE,1.5,25,Feb,2015,3400
10,16,20,4,31,25,25.1,997.3,0,W,0.9,10,Jul,2014,600
7,25,47,5,45,14,9.6,1004.9,0,NW,0.7,15,Apr,2017,600
20,42,115,22,47,54,9.7,1004.2,0,NNE,1,14,Mar,2015,700
7,187,187,2,96,2,17.1,1001.5,0,NW,1,3,Oct,2017,1700
19,19,46,2,37,31,10.6,1013.7,0,NW,1.2,8,Oct,2017,800
8,12,27,12,28,37,-3.1,1019,0,WNW,3.8,12,Dec,2015,500
11,68,87,26,63,30,6,1009.8,0,SE,1.6,10,Feb,2017,1600
2,29,50,2,48,23,14.4,985.2,0,NNW,1.9,13,May,2016,300
8,39,39,6,82,5,27,996.3,0,WSW,1.4,26,May,2015,600
2,37,71,12,36,45,6.8,1014.7,0,SSW,0.5,19,Mar,2015,600
2,12,15,2,,2,1.1,1030.6,0,ENE,0.6,8,Nov,2017,900
11,8,38,8,15,51.408,17,1019,0,NNW,4.8,3,Nov,2014,300
6,37,73,3,56,2,11.3,1008.9,0,NNW,0.1,1,Oct,2015,600
5,16,15,3,38,42,21.8,993.7,0,NE,1,31,Jul,2014,300
8,176,214,47,92,4,-5.8,1029,0,ENE,0.6,27,Dec,2015,6200
13,8,43,2,8,94,19.7,1013.6,0,NW,6.1,11,Oct,2016,300
22,166,223,6,85,2,5,1007.1,0,N,1,13,Nov,2017,4700
17,114,134,29,73,72,8,1009,0,SW,2.2,13,Feb,2016,1600
5,121,157,4,72,1,18.8,1011.5,0,NE,0.8,3,Sep,2014,1000
18,47,58,5,18,146,19.1,1003.6,0.1,NW,2.1,23,May,2017,600
7,14,19,7,21,72,1,1018,0,NNW,3.9,7,Feb,2016,400
5,14,14,2,30,23,9.1,1023,0,W,1,28,Oct,2017,400
22,35,42,2,52,12,15.1,1007.9,0,W,0.7,9,May,2017,800
7,6,6,2,20,54,0.6,1024.6,0.1,NNE,2.9,7,Nov,2016,400
2,76,98,5,28,71,24.6,1000.6,0,N,0.7,8,Jul,2016,600
13,9,15,5,22,58,26.7,1010.3,0,SW,1.8,13,Oct,2016,300
4,68,68,2,46,58,17.4,1002.7,0,NE,0.6,10,Jun,2015,700
1,41,146,17,89,2,7.3,1007.7,0,NE,0.6,26,Apr,2014,1500
17,126,143,14,54,197,31.8,995.9,0,WSW,1.6,15,Aug,2014,1400
