age,workclass,final_weight,education,education_years,marital_status,occupation,relationship,ethnics,gender,capital_gain,capital_loss,hours_per_week,origin
62, Self-emp-not-inc,82388, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,10566,0,40, United-States
19, Private,358631, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States
38, Private,252250, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States
36, Private,131414, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,0,0,36, United-States
41, Local-gov,195897, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
19, Private,198668, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
24, Private,291979, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
59, Private,135647, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
31, Private,61559, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States
42, Private,184823, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
25, Private,106889, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States
48, Private,207277, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
49, Private,105449, Bachelors,13, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,25, United-States
60, Private,121127, 10th,6, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States
42, Self-emp-not-inc,207392, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States
54, Private,280292, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States
26, Self-emp-inc,189502, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States
36, Private,198237, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States
46, Local-gov,441542, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
63, Self-emp-not-inc,159715, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
67, Self-emp-not-inc,345236, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
38, Self-emp-not-inc,43712, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States
25, Private,160261, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, China
48, Private,73434, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Germany
39, Self-emp-not-inc,191342, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South
25, Private,259505, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
22, Private,109039, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States
32, Private,252257, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States
31, Private,169002, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, United-States
31, Private,172304, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
43, Private,110556, HS-grad,9, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States
42, Private,123816, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States
31, Private,73585, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
42, Private,211450, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States
42, Self-emp-not-inc,102069, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
33, Private,99339, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,880,40, United-States
23, Private,543028, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States
40, Private,145439, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Other, Male,4064,0,40, Mexico
57, Private,99364, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico
47, Private,374580, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,52, United-States
41, State-gov,108945, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,14344,0,40, United-States
26, Private,391349, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
35, Private,92440, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
48, Local-gov,407495, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States
31, Private,87891, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
33, Private,198452, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States
38, Private,343403, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States
34, Private,114639, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States
53, Private,68684, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
21, Private,204596, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States
57, Private,190942, 1st-4th,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,30, United-States
41, Private,200652, 9th,5, Divorced, Other-service, Other-relative, White, Female,0,0,35, United-States
28, Private,31493, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
17, ,213055, 11th,7, Never-married, , Not-in-family, Other, Female,0,0,20, United-States
34, Private,176469, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States
33, Private,296538, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
22, Private,287988, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States
45, Private,297676, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female,0,0,40, Cuba
35, Private,247547, HS-grad,9, Separated, Prof-specialty, Other-relative, Black, Female,0,0,40, United-States
18, Private,334676, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States
30, ,361817, HS-grad,9, Never-married, , Own-child, White, Male,0,0,25, United-States
42, Private,204235, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
50, Local-gov,117496, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States
30, Private,151868, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24, Private,211345, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico
55, Federal-gov,264834, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
34, Private,41809, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
46, Private,72619, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
38, Self-emp-inc,124665, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States
26, State-gov,106812, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States
51, Self-emp-not-inc,111283, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,99999,0,35, United-States
29, Private,149943, Some-college,10, Never-married, Other-service, Not-in-family, Other, Male,0,1590,40, 
21, State-gov,39236, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States
19, Private,100009, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States
32, Private,245378, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
22, Private,24896, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,30, Germany
56, Private,134153, 10th,6, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States
19, Private,118535, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,18, United-States
37, Private,249720, Assoc-voc,11, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,32, United-States
42, State-gov,160369, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
38, Private,272950, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
25, Private,207875, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico
47, Private,227310, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
20, Private,32426, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States
33, Private,170651, HS-grad,9, Never-married, Other-service, Own-child, White, Female,1055,0,40, United-States
39, Self-emp-not-inc,326400, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
22, Private,228752, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
24, State-gov,191269, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States
30, Private,267161, Some-college,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,45, United-States
22, Private,496025, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
26, Private,322547, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
40, Private,346189, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
37, Private,70562, 1st-4th,2, Never-married, Other-service, Unmarried, White, Female,0,0,48, El-Salvador
46, Private,178829, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States
49, Self-emp-not-inc,175622, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
60, Private,40856, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States
49, Private,123681, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States
52, Private,222405, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,2377,40, United-States
45, Private,151518, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
27, Private,704108, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
45, Private,148171, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States
24, Private,241857, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States
42, Private,102606, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
23, Private,197666, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, Greece
40, Self-emp-inc,344060, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
28, Private,131298, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States
23, Private,91733, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,3325,0,40, United-States
22, Private,61850, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
28, Private,91299, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States
39, Self-emp-not-inc,50096, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States
41, Private,190591, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Jamaica
39, Private,108419, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24, Private,427686, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
46, Self-emp-not-inc,368561, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
71, Private,105200, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,6767,0,20, United-States
18, Self-emp-inc,101061, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, United-States
18, Private,36251, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States
39, Private,216129, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, Jamaica
29, Self-emp-not-inc,77207, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States
55, Local-gov,296085, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
46, Private,154940, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
60, Private,399387, 7th-8th,4, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,15, United-States
32, Private,106014, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States
18, Private,27620, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States
20, Private,209955, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States
43, Private,167265, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,84, United-States
58, Private,218281, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico
59, Private,380357, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
35, Private,57640, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States
29, Local-gov,214706, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States
23, Local-gov,304386, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
43, Private,164693, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
28, Private,148645, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
57, Private,114495, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
21, Federal-gov,181096, Some-college,10, Never-married, Tech-support, Own-child, Black, Male,0,0,20, United-States
43, Private,153160, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
53, Private,152657, 10th,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
51, Self-emp-inc,189183, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
33, Private,83671, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States
52, Private,137428, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States
49, Private,334787, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
51, Self-emp-not-inc,290290, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
48, Private,172695, Assoc-voc,11, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States
67, Private,140849, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States
29, Private,165360, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
68, Self-emp-not-inc,133736, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, United-States
41, Private,187881, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3942,0,40, United-States
24, Private,39827, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico
22, Self-emp-not-inc,199011, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,20, United-States
30, Private,340917, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
47, Private,57534, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
21, ,145964, Some-college,10, Never-married, , Own-child, White, Male,0,0,40, United-States
59, Private,193568, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
49, Private,188823, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States
51, Self-emp-not-inc,311569, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States
45, Private,75673, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States
27, Local-gov,134813, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,52, United-States
59, Private,61885, 12th,8, Divorced, Transport-moving, Other-relative, Black, Male,0,0,35, United-States
28, Local-gov,419740, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States
30, Federal-gov,314310, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
21, Private,185582, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,43, United-States
30, Private,236770, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
57, ,202903, 7th-8th,4, Married-civ-spouse, , Wife, White, Female,1173,0,45, Puerto-Rico
28, Private,180928, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,55, United-States
42, Local-gov,138077, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, United-States
43, Local-gov,159449, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
32, ,123971, 11th,7, Divorced, , Not-in-family, White, Female,0,0,49, United-States
28, ,161290, Some-college,10, Never-married, , Own-child, Black, Female,0,0,40, United-States
47, Private,151584, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States
37, Private,175130, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States
51, Private,159910, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Male,10520,0,40, United-States
29, Private,358124, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,52, United-States
63, Self-emp-inc,96930, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
43, Self-emp-not-inc,64112, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States
44, Private,188331, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,42, United-States
21, Private,122322, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,60, United-States
50, ,146015, HS-grad,9, Married-civ-spouse, , Husband, White, Male,0,0,40, United-States
20, State-gov,161978, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States
63, Local-gov,150079, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States
26, Private,152129, 12th,8, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States
38, Private,204527, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
24, Self-emp-not-inc,267396, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
29, Private,267989, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
59, Self-emp-not-inc,195835, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
19, Private,292511, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States
41, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
31, Private,223212, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico
51, Private,168660, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
43, Private,178866, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States
31, Private,48189, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States
31, Private,43953, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States
19, Private,258470, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
30, Private,261023, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States
38, Federal-gov,205852, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States
31, Private,209538, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States
30, Private,288566, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
23, ,449101, HS-grad,9, Married-civ-spouse, , Own-child, White, Female,0,0,30, United-States
32, Self-emp-not-inc,112115, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States
61, Private,221447, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States
24, Federal-gov,215115, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, 
55, Private,205422, 10th,6, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States
23, Private,186813, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
19, ,172582, Some-college,10, Never-married, , Own-child, White, Male,0,0,50, United-States
61, Private,380462, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States
69, ,28197, HS-grad,9, Married-civ-spouse, , Husband, White, Male,0,0,60, United-States
21, Private,75763, Some-college,10, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States
44, Private,167725, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States
46, Private,56841, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
19, Private,47577, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States
32, Private,180603, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
20, Private,122215, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,52, United-States
24, Self-emp-not-inc,102942, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States
30, Private,169589, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
21, Private,89154, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,42, El-Salvador
32, Self-emp-not-inc,188246, HS-grad,9, Divorced, Sales, Own-child, White, Male,0,1590,62, United-States
42, Private,125280, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,40, United-States
26, Private,147982, 11th,7, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States
43, Private,122473, 9th,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,625,40, United-States
32, Private,53277, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
32, Private,153588, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
40, Self-emp-not-inc,230478, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States
48, Private,95244, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States
23, Private,117618, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States
37, Private,361888, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States
30, Private,209103, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States
23, Private,217961, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, Outlying-US(Guam-USVI-etc)
21, Local-gov,32639, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States
55, Private,191367, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
29, Private,84366, 10th,6, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico
33, Private,231826, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico
31, Private,58582, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,46, United-States
35, Private,187711, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
25, Private,123083, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
35, Private,188069, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,13550,0,55, 
21, Private,211601, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States
45, Private,148995, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States
21, Private,119156, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
24, State-gov,232918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States
53, Private,200190, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
26, Private,214069, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
46, Private,186078, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States
80, Private,157778, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States
30, Private,214993, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, Federal-gov,216853, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States
29, Private,180758, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States
21, Private,452640, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
25, Private,336440, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
45, Self-emp-not-inc,176814, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States
48, Private,70209, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States
45, Private,317360, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States
32, Federal-gov,90653, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,1380,40, United-States
28, Private,115549, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States
52, Federal-gov,168539, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
38, Private,212245, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Private,160634, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
55, State-gov,256335, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States
62, ,141218, Masters,14, Married-civ-spouse, , Husband, White, Male,0,0,30, United-States
29, Private,77572, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States
46, Private,106092, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
32, Private,299635, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany
45, Local-gov,224474, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,4934,0,50, United-States
52, Private,115851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
47, Self-emp-not-inc,106252, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States
26, Private,159732, HS-grad,9, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
31, Private,101761, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States
60, ,163946, 9th,5, Married-civ-spouse, , Husband, White, Male,0,0,40, United-States
26, Federal-gov,218782, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States
31, Private,79190, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States
